D,tc,A,I,Q,Qrat,C,Creal 
1.0, 62.0938587275, 3.0303030303030596, 8.0, 1.963284984705657e-05, 23.613363122308744, 0.9740512287952263 , 0.0
26.242424242424242, 167.502898666, 9.090909090909122, 1.2222575102885895, 6.293306484861033, 9.869158792840546, 0.8881986472360734 , 0.011235170554080428
51.484848484848484, 208.911625287, 18.181818181818187, 0.8296106327431587, 10.399586904551366, 12.813105626245049, 0.8494597123391183 , 0.02118096976812207
76.72727272727272, 239.411322792, 27.272727272727252, 0.6595441523457634, 12.921262144950346, 14.740516594977064, 0.819483588111847 , 0.026252628761715625
101.96969696969697, 264.712888945, 39.39393939393938, 0.5600400529574681, 16.069466846013636, 17.556476381732903, 0.7957723703972645 , 0.044250156325252955
127.21212121212122, 286.893267627, 54.54545454545456, 0.49315802281999455, 19.895526791105084, 20.830802993876542, 0.7743928664162307 , 0.07977385556638492
152.45454545454544, 306.970428206, 66.66666666666666, 0.4444104576137292, 21.360711003912833, 22.466872316168214, 0.7583149292932214 , 0.30718122770488093
177.6969696969697, 325.527948547, 81.81818181818181, 0.40693399728320334, 24.01037222124625, 24.632500680997488, 0.7398347133003681 , 0.3106840521704663
202.93939393939394, 342.935125901, 96.96969696969697, 0.3770112680608498, 25.986365037807783, 26.484533241345876, 0.7244392202285512 , 0.31619165794177895
228.1818181818182, 359.442259368, 112.12121212121212, 0.35243448049805715, 27.797141241844173, 28.09939642142004, 0.7111002249241821 , 0.3232353733661837
253.42424242424244, 375.227819461, 127.27272727272728, 0.3318006991214123, 29.461376710404547, 29.415279745183792, 0.6965628937875097 , 0.3302691500166307
278.6666666666667, 390.424141699, 145.45454545454547, 0.31417100328624514, 31.693693103208908, 31.288561307844265, 0.6846871822713725 , 0.33898521715677643
303.9090909090909, 405.132466547, 160.6060606060606, 0.2988906740289754, 33.139895566082245, 32.311635253199015, 0.673107831540475 , 0.3427402374085487
329.1515151515151, 419.432253349, 175.75757575757575, 0.2854876780051529, 34.47493823067088, 33.278297670891114, 0.6632231548322516 , 0.34714060237538785
354.3939393939394, 433.387216102, 193.93939393939394, 0.27361214600869865, 35.70786948528175, 34.51078217957197, 0.650359361633605 , 0.35055795251308475
379.6363636363636, 447.049383907, 209.0909090909091, 0.26299863788572253, 36.84649902204868, 35.24505420839391, 0.6409284249184615 , 0.35314724174372536
404.8787878787879, 460.461919641, 227.27272727272728, 0.2534417146517187, 37.89764199071777, 36.40180282130407, 0.6319714678139773 , 0.3543999883820864
430.1212121212121, 473.661129626, 242.42424242424244, 0.2447796119205081, 38.86730239659234, 36.91289065011242, 0.6220521093936608 , 0.356652196940931
455.3636363636364, 486.677929891, 260.6060606060606, 0.23688302356676658, 39.76081361028007, 37.907682595306525, 0.614057141343931 , 0.35700894585196763
480.6060606060606, 499.538937694, 275.75757575757575, 0.22964720931011368, 40.58294788728293, 38.28693319964541, 0.6045913869670886 , 0.3579822217722929
505.8484848484849, 512.267298571, 293.93939393939394, 0.2229863230385034, 41.33800303331521, 39.03205030383714, 0.5955049066590152 , 0.3574564967307933
531.0909090909091, 524.883322911, 300.0, 0.21682926027487323, 41.09492520754178, 38.251095116702245, 0.5880371045281058 , 0.3572891138813897
556.3333333333334, 537.404982842, 300.0, 0.2111165668674189, 39.847315703063586, 36.77982649306914, 0.5807190949659398 , 0.35646577123812134
581.5757575757576, 549.848305014, 300.0, 0.20579810304858442, 38.537971026879376, 35.4157086964392, 0.5736319264983429 , 0.3545479673625943
606.8181818181818, 562.227684663, 300.0, 0.20083125430637735, 37.17861605729983, 34.02926179983965, 0.5648068726050386 , 0.35292885786971506
632.060606060606, 574.556139347, 300.0, 0.1961795441816678, 35.77994479009328, 32.84382883145957, 0.558057313747337 , 0.35140316423227913
657.3030303030303, 586.845515932, 300.0, 0.1918115466226798, 34.3517152428282, 31.712063660210585, 0.55109757847534 , 0.34880926042823185
682.5454545454545, 599.106660894, 300.0, 0.18770002444743736, 33.763971195746315, 30.624285163086995, 0.543851556994387 , 0.34746598485205576
707.7878787878788, 611.349561613, 300.0, 0.18382124046817822, 32.28525675209939, 29.639292669901607, 0.537465866193567 , 0.3455865598603573
733.030303030303, 623.583464465, 300.0, 0.18015440188188986, 31.637809785435998, 28.640468021040103, 0.5299244744482557 , 0.3432331853011862
758.2727272727273, 635.816974225, 300.0, 0.17668120854017189, 30.134129874428044, 27.753918549489487, 0.5236157404402008 , 0.34049943088136736
783.5151515151515, 648.058138297, 300.0, 0.17338548293535502, 29.446421652526187, 26.90412404140268, 0.5172313849642112 , 0.3379181317678016
808.7575757575758, 660.314518522, 300.0, 0.17025286501652595, 28.740486264527068, 26.126501175435585, 0.511523475643118 , 0.33507011628462563
834.0, 672.593252767, 300.0, 0.1672705588469553, 28.019383198998476, 25.387532482992192, 0.5059175318118512 , 0.333614732882702
859.2424242424242, 684.901108037, 300.0, 0.16442712102385135, 27.285951604583843, 24.64069174020919, 0.4995261038604225 , 0.33082070441919514
884.4848484848485, 697.244526528, 300.0, 0.16171228297421011, 26.54282604641758, 23.97086036397937, 0.4941051255375212 , 0.32775762324678925
909.7272727272727, 709.62966576, 300.0, 0.1591168009083778, 25.792450729018224, 23.320971571552416, 0.488550369674267 , 0.32552206339427886
934.969696969697, 722.06243373, 300.0, 0.1566323284923258, 25.037092381900376, 22.628518606130495, 0.4815633916689422 , 0.3227180172202235
960.2121212121212, 734.548519844, 300.0, 0.15425130828892436, 24.278851974004937, 22.046313738561, 0.47641548896442387 , 0.31905775310485174
985.4545454545455, 747.093422267, 300.0, 0.15196687878924459, 23.51967539825508, 21.488315575870303, 0.47133769645668194 , 0.31755937247832855
1010.6969696969697, 759.702472216, 300.0, 0.14977279445967837, 23.482962772027218, 20.953743277386177, 0.466345114121673 , 0.31396251146587223
1035.939393939394, 772.380855634, 300.0, 0.1476633567083765, 22.71373771325618, 20.441332294942377, 0.4614399661186176 , 0.3107657037141673
1061.1818181818182, 785.133632614, 300.0, 0.1456333540542602, 21.948271958615123, 19.948805972812227, 0.456598835762575 , 0.30852825853588794
1086.4242424242425, 797.965754882, 300.0, 0.14367801008556344, 21.8805246632636, 19.4767142569659, 0.45186024512651785 , 0.3048388093520386
1111.6666666666667, 810.882081603, 300.0, 0.1417929380391338, 21.112498449644637, 19.0215370409969, 0.44716700526009506 , 0.3021885304669708
1136.909090909091, 823.887393737, 300.0, 0.13997410102925448, 20.352030120085153, 18.545299099890723, 0.4416364399681522 , 0.29990174855840773
1162.1515151515152, 836.98640713, 300.0, 0.13821777711531644, 20.2611836619796, 18.08643307409259, 0.43618202741515905 , 0.295923987167117
1187.3939393939395, 850.1837845, 300.0, 0.1365205285288272, 19.504254525443493, 17.643103532959728, 0.43078023315334274 , 0.29387700468685374
1212.6363636363635, 863.48414648, 300.0, 0.1348791744878826, 19.40064557847527, 17.254395505691118, 0.42641610095859617 , 0.29009985567619456
1237.8787878787878, 876.892081807, 300.0, 0.13329076711595939, 18.650550703284058, 16.878867669555852, 0.4221064477999863 , 0.2866984395146498
1263.121212121212, 890.412156795, 300.0, 0.131752570055347, 18.536467672810726, 16.449111730835444, 0.416161691670112 , 0.28372871663687976
1288.3636363636363, 904.048924159, 300.0, 0.13026203942660064, 18.415970361187583, 16.10196630197305, 0.41204038600071463 , 0.28196293602365696
1313.6060606060605, 917.806931286, 300.0, 0.1288168068363581, 17.67357518297186, 15.765974845650073, 0.4079688883474735 , 0.2785435080255996
1338.8484848484848, 931.69072802, 300.0, 0.1274146641785496, 17.545404688853097, 15.44103806899024, 0.4039576388515819 , 0.2758081518425567
1364.090909090909, 945.704874013, 300.0, 0.12605355000991528, 16.816301382099944, 15.125545983691147, 0.3999767290039665 , 0.2721200391942437
1389.3333333333333, 959.853945713, 300.0, 0.12473153731101777, 16.682198761560198, 14.817264932428456, 0.3959775063538166 , 0.26929042650906443
1414.5757575757575, 974.142543026, 300.0, 0.12344682246955915, 16.54335545758874, 14.496662739317747, 0.3914414981639156 , 0.2663560004461009
1439.8181818181818, 988.575295704, 300.0, 0.12219771534456683, 16.399992944347286, 14.175912562930678, 0.38669333336710837 , 0.2632305823001256
1465.060606060606, 1003.15686948, 300.0, 0.12098263028854225, 15.687327020643286, 13.896989478932602, 0.38289214040584263 , 0.26001085043400995
1490.3030303030303, 1017.89197202, 300.0, 0.1198000780204936, 15.54074549057564, 13.62561934420101, 0.37912104814795816 , 0.25732125300368325
1515.5454545454545, 1032.78535868, 300.0, 0.11864865825633324, 15.390409416311014, 13.36166152397116, 0.37538453785416603 , 0.2536337335992862
1540.7878787878788, 1047.84183812, 300.0, 0.11752705301476725, 15.236506333839653, 13.105581701909163, 0.3717039712908326 , 0.2511153264609952
1566.030303030303, 1063.06627781, 300.0, 0.11643402052683689, 14.546388148673033, 12.855903633292602, 0.36804545541823097 , 0.2479817451936031
1591.2727272727273, 1078.46360944, 300.0, 0.11536838968593366, 14.391500197943522, 12.609549583817694, 0.3643271095356524 , 0.24536741294061046
1616.5151515151515, 1094.03883423, 300.0, 0.11432905498260865, 14.233688028852367, 12.372973306935467, 0.3607415836921362 , 0.24199336590733653
1641.7575757575758, 1109.79702825, 300.0, 0.11331497187500314, 14.073111517167247, 12.146682889799017, 0.3573132684589973 , 0.2386401700636769
1667.0, 1125.74334758, 300.0, 0.11232515255138674, 13.909925853500203, 11.886126159652676, 0.35272972822404985 , 0.2359441408025807
1692.2424242424242, 1141.88303363, 300.0, 0.11135866204622151, 13.74428174181358, 11.643424469758223, 0.3485262321406544 , 0.23299880403597736
1717.4848484848485, 1158.22141827, 300.0, 0.11041461467548044, 13.576325586519983, 11.416104951017696, 0.34464353547673515 , 0.23008733007219412
1742.7272727272727, 1174.76392912, 300.0, 0.10949217076071992, 12.92461592676659, 11.21039021256325, 0.3412843778289261 , 0.2269986853197836
1767.969696969697, 1191.5160948, 300.0, 0.10859053361471556, 12.758626702196876, 11.010189735435834, 0.337972668793289 , 0.2238069366095953
1793.2121212121212, 1208.48355022, 300.0, 0.10770894676437842, 12.590814386567516, 10.814661535731814, 0.3346878125605701 , 0.2210346478056864
1818.4545454545455, 1225.67204193, 300.0, 0.10684669138923017, 12.421305024450248, 10.618949505641098, 0.33128305511297146 , 0.21824993453401156
1843.6969696969697, 1243.0874336, 300.0, 0.10600308395597477, 12.250221271936852, 10.432430232584013, 0.3280542994050001 , 0.21539089450703872
1868.939393939394, 1260.73571145, 300.0, 0.10517747403170177, 12.077682525799844, 10.25037808959889, 0.32485974092733017 , 0.21256174236674658
1894.1818181818182, 1278.62298993, 300.0, 0.10436924226002406, 11.903805045998118, 10.078701078585347, 0.3218924420113291 , 0.2097222868125641
1919.4242424242425, 1296.75551737, 300.0, 0.10357779848602129, 11.728702071966495, 9.903996133483908, 0.3187296981350862 , 0.20649353297081702
1944.6666666666667, 1315.13968184, 300.0, 0.10280258001725336, 11.552483933094859, 9.711998024166338, 0.3149077264577203 , 0.20364346355260063
1969.909090909091, 1333.78201707, 300.0, 0.10204305000934798, 11.375258153772378, 9.545745615907952, 0.3118208643323736 , 0.2006097335694498
1995.1515151515152, 1352.6892086, 300.0, 0.10129869596577085, 11.197129553343375, 9.382700829482024, 0.3087470093610573 , 0.19758779759391815
2020.3939393939395, 1371.86809996, 300.0, 0.1005690283423737, 11.018200341297423, 9.234064496198274, 0.3060605784371356 , 0.1944331622076556
2045.6363636363635, 1391.32569914, 300.0, 0.09985357924819618, 11.242271233462743, 9.078722054693229, 0.30306782267420934 , 0.19159263207215177
2070.878787878788, 1411.06918516, 300.0, 0.09915190123478718, 11.055278027553122, 8.926247306830875, 0.3000866077089108 , 0.18854084529771878
2096.121212121212, 1431.10591487, 300.0, 0.09846356616701854, 10.86775319735231, 8.749860624717572, 0.29621313972031865 , 0.1856930297672793
2121.3636363636365, 1451.4434299, 300.0, 0.09778816416899883, 10.679793025426816, 8.612808380395368, 0.29358728136432394 , 0.18261951310960295
2146.6060606060605, 1472.08946388, 300.0, 0.09712530263926604, 10.491491520475495, 8.469270978623364, 0.2906647649473024 , 0.1797929855018356
2171.848484848485, 1493.0519499, 300.0, 0.09647460532995158, 10.302940492015408, 8.328858912344492, 0.2877737923487418 , 0.17714121937344465
2197.090909090909, 1514.33902811, 300.0, 0.0958357114850715, 10.11422962189237, 8.166598714544397, 0.28404855865642953 , 0.1740888686559685
2222.3333333333335, 1535.95905374, 300.0, 0.09520827503351771, 10.288765580956447, 8.031899375047868, 0.28120452668006946 , 0.17127437634238063
2247.5757575757575, 1557.92060521, 300.0, 0.0945919638327009, 10.093011417915584, 7.900046430488397, 0.278390330791762 , 0.16858276905264877
2272.818181818182, 1580.23249267, 300.0, 0.09398645895913683, 9.897355256377228, 7.770674811453711, 0.2755955449154019 , 0.16558523562444377
2298.060606060606, 1602.90376679, 300.0, 0.09339145404257829, 9.701882142708685, 7.64400888819426, 0.27283041996216856 , 0.1622341264762057
2323.3030303030305, 1625.94372782, 300.0, 0.0928066546405739, 9.848834452310621, 7.501196979538553, 0.26942022669206034 , 0.15942527768306866
2348.5454545454545, 1649.36193509, 300.0, 0.09223177765059112, 9.646873551978564, 7.380114797049219, 0.26672350119962224 , 0.15633630818661703
2373.787878787879, 1673.16821674, 300.0, 0.09166655075707016, 9.445353265880774, 7.271695993925965, 0.2644256432278854 , 0.15355574728361196
2399.030303030303, 1697.37267995, 300.0, 0.09111071191098734, 9.244354516324794, 7.145834587052065, 0.261434118161406 , 0.15040675837848966
2424.272727272727, 1721.98572144, 300.0, 0.09056400883969695, 9.364029129500764, 7.017732474004057, 0.25829732892477597 , 0.1482935406348484
2449.5151515151515, 1747.01803845, 300.0, 0.0900261985849957, 9.157140152756233, 6.90558846201346, 0.2556881060014896 , 0.14500889187788865
2474.7575757575755, 1772.48064016, 300.0, 0.0894970470675126, 9.262762861940413, 6.795150455776169, 0.2530865795177282 , 0.14224107095744953
2500.0, 1798.3848595, 300.0, 0.08897632867567302, 9.05025631103849, 6.686777283588304, 0.2505077242870677 , 0.1389268591530738
