D,tc,A,I,Q,Qrat,C,Creal 
1.0, 57.9017416313, 3.0303030303030596, 9.0, 7.994148356566605e-05, 27.079258208106914, 0.9929061342972438 , 0.0
31.292929292929294, 106.490880091, 27.272727272727252, 2.6967229605461447, 63.0793429315639, 71.06193947333789, 0.9662113926704703 , 0.021257905443179775
61.58585858585859, 120.195801533, 78.78787878787878, 2.1277674421758483, 156.99674096236112, 160.1158204695899, 0.9551040304142318 , 0.6460190450969052
91.87878787878788, 129.14988229, 154.54545454545456, 1.8497676053738352, 267.63255570991953, 271.6073359624785, 0.9500973136261678 , 0.7824958385005312
122.17171717171718, 135.955306874, 242.42424242424244, 1.6741824001890038, 385.3951911969395, 384.53401279706907, 0.9474492161719287 , 0.8376557969396708
152.46464646464648, 141.50764337, 300.0, 1.5492921007088551, 440.99504948097143, 439.30210558770403, 0.9451673775971792 , 0.8675173612068308
182.75757575757575, 146.229979532, 300.0, 1.4540727091319736, 418.79493051062803, 409.3425727215707, 0.9383817149142257 , 0.8807995068536021
213.05050505050505, 150.358088714, 300.0, 1.378077400388169, 388.42119697559843, 387.09261939651975, 0.9363107841100112 , 0.8896742996622692
243.34343434343435, 154.037721679, 300.0, 1.315423626093804, 371.42237988448403, 368.63219404999666, 0.9341279537570285 , 0.8944423701781927
273.6363636363636, 157.365685569, 300.0, 1.2625008401160687, 351.75603768869007, 353.14114919130924, 0.9323852520072858 , 0.8994965431767136
303.92929292929296, 160.409768436, 300.0, 1.2169482584879756, 346.57362055256687, 339.82325365220345, 0.9308071817680081 , 0.9037456117411543
334.22222222222223, 163.219405069, 300.0, 1.177145499553053, 333.14809915476303, 328.2631128208075, 0.9295455629612617 , 0.9061997015700956
364.5151515151515, 165.831826273, 300.0, 1.1419367630643642, 326.860793002373, 317.81783106065274, 0.9277157934379104 , 0.9080679044011987
394.80808080808083, 168.275816048, 300.0, 1.1104714511604268, 315.03977196245563, 307.46550864324723, 0.922927849914407 , 0.9127881911466978
425.1010101010101, 170.574117027, 300.0, 1.0821071372433557, 298.2925387903303, 299.16670086069405, 0.9215560103805577 , 0.911752924675213
455.39393939393943, 172.745030957, 300.0, 1.0563478997063096, 292.915473428611, 291.55656920557163, 0.9200143541303374 , 0.9111129950194616
485.6868686868687, 174.80351851, 300.0, 1.0328036945272132, 284.33976862058614, 284.5212831467987, 0.9182812592378912 , 0.9149701266685976
515.979797979798, 176.761976137, 300.0, 1.0111627563658223, 272.85240053000416, 278.1806765722966, 0.9170323136112267 , 0.9153838224322086
546.2727272727273, 178.630797922, 300.0, 0.9911723488455726, 275.7353864767834, 272.2027464827323, 0.9154235278380842 , 0.9124903100120435
576.5656565656566, 180.418790443, 300.0, 0.9726250261359887, 259.4227172753193, 266.75959638232746, 0.914225555289623 , 0.9151094581898109
606.8585858585859, 182.133484686, 300.0, 0.9553486278710139, 258.590673055344, 261.59073867191955, 0.9127234848806703 , 0.9166587145479919
637.1515151515151, 183.781374369, 300.0, 0.9391988613242568, 256.3311436295119, 256.90742265753494, 0.9117963306702309 , 0.9186135719570593
667.4444444444445, 185.368100666, 300.0, 0.9240537132623852, 252.71278674698794, 252.44545200055822, 0.9106449418735478 , 0.9169087993338412
697.7373737373738, 186.898597251, 300.0, 0.9098091793669268, 247.80970695515234, 248.17324023470596, 0.9092501514342912 , 0.9190029660361009
728.030303030303, 188.377205513, 300.0, 0.8963759580330367, 241.70101079722187, 244.29865869468472, 0.9084679871407294 , 0.9163177224533519
758.3232323232323, 189.807767045, 300.0, 0.8836768605116876, 234.47042048026714, 240.65349196421488, 0.9077733529006141 , 0.9177866487562464
788.6161616161617, 191.193698624, 300.0, 0.8716447603325234, 246.3129455882582, 237.1823321902489, 0.9070298015281911 , 0.9181847099759151
818.909090909091, 192.538053515, 300.0, 0.8602209537081541, 237.18464505337556, 233.8409372823361, 0.9061274171258678 , 0.919367199149971
849.2020202020202, 193.843572021, 300.0, 0.84935383667745, 227.13514492234708, 229.91499229016569, 0.9023133522677274 , 0.9178992172485108
879.4949494949495, 195.112723464, 300.0, 0.8389978288892221, 216.2622621133178, 226.83724070384432, 0.9012229944391389 , 0.9163885792360849
909.7878787878789, 196.347741298, 300.0, 0.8291124912808556, 225.65581437020114, 223.90033966435848, 0.9001606819297653 , 0.9187065078724884
940.0808080808081, 197.550652667, 300.0, 0.8196617975380703, 213.25595150091027, 221.091485029676, 0.8991167076215444 , 0.9170764575727032
970.3737373737374, 198.723303434, 300.0, 0.8106135285252384, 221.91179090599638, 218.52965888301833, 0.8986183559037999 , 0.9184975941584622
1000.6666666666667, 199.867379493, 300.0, 0.8019387658026179, 208.13606194967466, 215.94912776021013, 0.8976127063104713 , 0.9215487466004569
1030.959595959596, 200.984425013, 300.0, 0.7936114655570106, 216.06384539022682, 213.57996812190333, 0.8970803194902532 , 0.9194024077716931
1061.2525252525254, 202.075858135, 300.0, 0.7856080982284386, 201.07372412256817, 211.19669063037531, 0.8961070670674429 , 0.9197679658877448
1091.5454545454545, 203.142984525, 300.0, 0.7779073421460221, 208.28773873143365, 209.06895474957605, 0.8958605711438378 , 0.9197086410088242
1121.8383838383838, 204.187009149, 300.0, 0.770489821827142, 215.54951790925142, 206.8551918254469, 0.8949077412206425 , 0.9201798701498286
1152.1313131313132, 205.209046527, 300.0, 0.7633378834163246, 198.77263157758782, 204.72343764087938, 0.8939834817954972 , 0.915463436845244
1182.4242424242425, 206.210129701, 300.0, 0.7564354011693486, 205.3318966860023, 202.66595460241675, 0.8930745189394104 , 0.9188381872619368
